price,accommodates,bathrooms,bedrooms,beds,reviews,review_scores,host_response_rate,host_acceptance_rate,host_total_listings
380,2,1,,2,1,60,0.98,0.73,101
2626,16,4,4,7,5,56,,0.5,8
9272,3,1,1,2,1,,,,2
125,1,1,1,1,0,,0.96,0.77,266
431,2,1,1,2,8,100,1,0.89,19
373,2,1,1,1,5,100,1,0.89,19
400,3,1,1,2,0,,1,1,3
340,2,1,1,1,10,94,1,0.89,19
114,1,2,1,1,20,93,,,7
205,2,1,1,1,97,84,1,1,18
225,1,1,1,1,0,,0.96,0.77,266
288,2,1,1,2,23,97,0.89,1,6
205,2,1,1,2,33,84,1,1,18
205,2,1,1,2,16,83,1,1,18
307,2,1,1,1,67,96,0.7,0.99,31
181,1,1,1,1,0,,0.96,0.77,266
380,3,1,1,2,8,85,1,0.94,28
132,1,1,1,1,0,,0.96,0.77,266
272,3,1,1,2,15,84,1,1,37
272,3,1,1,2,8,85,1,1,37
314,4,1,1,2,19,82,1,1,37
148,1,1,1,1,0,,0.96,0.77,266
522,4,1,1,2,8,78,,0.5,8
255,1,1,,1,2,90,0.98,0.73,101
350,2,1,1,2,6,93,0,,4
264,1,1,1,1,53,93,0,,4
145,1,1,1,1,0,,0.96,0.77,266
115,1,1,1,1,1,80,0.96,0.77,266
164,1,1,1,1,0,,0.96,0.77,266
181,1,1,1,1,0,,0.96,0.77,266
300,1,1,1,1,19,88,,1,7
277,2,1,1,1,45,94,1,0.94,28
11577,2,1,1,1,134,94,1,0.94,28
1158,3,1,1,2,9,89,1,0.94,28
429,3,1,1,1,7,77,,0,9
501,2,1.5,1,2,179,96,1,1,5
157,1,2,1,1,47,91,,,7
1637,12,2,4,6,25,90,0.96,0.81,13
272,3,1,1,2,50,86,1,1,37
314,4,1,1,2,121,85,1,1,37
272,3,1,1,2,81,91,1,1,37
225,2,,1,1,65,86,,1,7
370,3,1,1,2,136,95,1,1,5
693,2,1,,1,323,92,,0.97,1
407,1,1.5,1,2,153,99,1,1,2
105,1,8,1,0,151,91,1,1,16
1690,7,2,,4,157,99,1,0.76,2
700,2,0,1,2,3,93,0.67,1,9
879,3,1,1,3,7,86,0.67,1,9
1408,4,1,1,2,1,100,,,6
1100,3,1,1,2,0,,,,6
990,2,1,1,1,0,,,,6
693,2,1,,1,251,92,0,1,1
1800,12,2,3,0,58,93,1,1,6
9999,2,1,1,2,7,77,,,5
250,2,1,1,1,0,,0.95,0.77,230
150,1,1,1,1,3,93,0,,27
1163,9,2,3,4,177,94,0.93,0.99,16
272,3,1,1,2,141,87,1,1,37
272,3,1,1,2,60,91,1,1,37
400,3,1,1,0,40,89,0.89,1,6
11589,2,1,1,1,69,91,1,0.94,28
490,4,1,1,2,47,85,,1,7
1659,16,4,4,10,44,83,1,0.8,15
450,2,1,1,1,5,96,,,8
800,2,1,1,1,18,84,,,9
329,1,1,1,1,45,93,0.33,0.89,28
200,2,1,1,1,56,89,1,0.93,30
155,2,1,1,1,0,,0.95,0.77,230
300,1,1,1,1,16,81,0.7,0.99,20
150,1,1,1,1,0,,0,,27
557,3,1,,2,216,95,0.25,0.95,9
178,1,0,1,1,70,85,1,0.97,54
177,10,4,1,10,24,98,0,,16
101,2,1,1,1,0,,0.95,0.77,230
278,1,1,1,1,9,98,1,0.89,19
280,2,1.5,1,1,76,85,1,0.99,31
1158,2,1,1,2,79,91,1,0.94,28
268,2,1,1,1,24,90,1,0.97,54
394,2,1,1,2,35,87,0.71,1,7
254,2,1.5,1,1,82,82,1,0.99,31
108,1,1,1,4,34,92,1,0.97,54
134,6,1,1,3,74,81,1,0.95,5
288,1,1,1,1,36,89,0,,2
307,2,1,1,1,43,82,0,0.5,44
258,2,1,1,1,12,85,1,0.97,54
1158,4,1,1,1,38,94,1,0.94,28
214,2,1,1,1,0,,0.96,0.77,266
1029,2,1,1,1,50,94,1,0.94,28
1157,2,1,1,1,111,89,1,0.94,28
400,2,1,1,1,4,80,,,8
260,3,1,1,2,41,88,0.6,,16
160,1,2,1,1,0,,0.96,0.77,266
132,1,2,1,1,0,,0.96,0.77,266
180,2,1,1,2,18,82,0.6,,16
260,3,1,1,2,20,81,0.6,,16
2143,12,5,5,13,7,94,0.67,1,9
300,2,1,1,1,32,86,0,0.5,44
300,2,1,1,2,2,100,1,1,3
250,2,1,1,1,3,87,1,1,3
300,2,1,1,1,40,81,0,0.5,44
300,2,1,1,2,27,83,0,0.5,44
260,3,1,1,2,44,84,0.6,,16
280,4,1,1,3,27,82,0.6,,16
324,2,1,,1,3,73,0.98,0.73,101
180,2,1,1,1,26,85,0.6,,16
180,2,1,1,2,11,93,0.6,,16
205,2,1.5,1,1,0,,0.95,0.77,230
699,4,1,1,2,21,86,,,3
380,2,1,1,2,38,92,,,3
380,2,1,1,1,53,85,,,3
9999,2,1,1,1,6,57,,,5
180,1,2.5,1,6,22,93,0.9,0.39,23
9999,2,1,1,2,1,60,,,5
240,2,2,1,4,11,91,0.9,0.39,23
180,2,1,1,2,4,70,0.6,,16
180,2,1,1,2,4,80,0.6,,16
180,2,1,1,1,18,81,0.6,,16
270,3,1,1,2,53,89,1,1,18
268,2,1.5,1,1,93,87,1,0.99,31
270,3,1,1,2,78,84,1,1,18
205,2,1,1,1,24,82,1,1,18
474,4,,1,4,0,,,,3
158,1,1,1,1,14,80,,1,15
598,5,1,1,2,28,87,,0.5,8
849,1,1,1,2,0,,,,6
300,2,1,1,2,18,86,0.5,0.67,9
456,2,1,1,1,29,94,,,5
1180,7,2,3,4,14,91,0,,14
285,2,,1,1,3,80,1,,6
537,4,,1,4,3,100,1,,6
552,4,,1,4,1,100,1,,6
450,2,1,1,2,5,90,,,5
348,2,1,1,1,12,91,,,5
210,1,1,1,1,0,,0.96,0.77,266
211,6,4,1,6,2,100,0,,16
132,2,1,1,1,0,,0.96,0.77,266
456,2,1,1,1,8,95,,,5
486,2,1,1,2,8,93,,,5
440,1,1,1,1,0,,,,6
381,2,1,1,1,0,,1,,6
279,2,1,1,1,25,80,0,0.5,44
222,1,1,1,1,26,82,0,0.5,44
205,2,1,1,1,85,82,1,1,18
479,2,1,1,1,287,94,1,0.93,30
370,2,1,1,1,0,,,,9
258,2,1,1,1,18,92,1,0.97,54
205,2,1,1,2,13,83,1,1,18
250,2,1.5,,2,62,95,0.9,0.8,1
359,2,1,1,1,7,91,,,5
564,3,1,1,2,1,60,,,5
205,2,1,1,2,30,91,1,1,18
205,2,1,1,2,2,70,1,1,18
205,2,1,1,1,159,81,1,1,18
205,2,1,1,1,15,85,1,1,18
322,2,1,1,2,23,80,0,0.5,44
348,3,1,,2,9,76,,0.5,8
574,1,1,1,1,1,60,,,6
280,2,1,1,1,0,,0,,14
171,10,4,1,10,7,91,0,,16
171,10,4,1,10,2,100,0,,16
171,10,4,1,10,1,80,0,,16
171,10,4,1,10,11,92,0,,16
211,6,4,1,6,0,,0,,16
247,6,4,1,6,1,100,0,,16
350,2,1,1,1,12,84,,,5
231,8,4,1,8,3,87,0,,16
231,8,4,1,8,5,88,0,,16
114,1,2,1,1,30,87,,,7
231,8,4,1,8,0,,0,,16
628,2,1,1,1,0,,,,16
388,3,1,1,3,29,94,1,0.97,54
300,2,1,1,2,0,,,,3
280,2,1,1,1,0,,,,3
400,3,1,1,3,0,,,,3
380,3,1,1,2,5,88,,,5
215,2,1,1,1,266,92,0.9,1,19
171,10,4,1,10,7,89,0,,16
507,3,1,1,2,263,91,1,0.93,30
797,3,1,1,2,69,93,1,0.94,28
400,2,1,1,1,265,93,1,0.93,30
11589,2,1,1,1,78,88,1,0.94,28
210,2,1,,2,29,81,1,1,7
272,3,1,1,2,68,89,1,1,37
244,2,1,1,1,78,89,,1,15
1195,8,2,3,8,5,60,0.14,0,9
102,1,1,1,4,208,92,0.68,0.99,24
347,3,1,1,2,30,95,1,0.94,28
276,2,1,1,2,40,96,1,0.94,28
11589,2,1,1,2,113,93,1,0.94,28
290,2,1,1,1,0,,,,1
700,1,1,1,2,0,,,,2
1237,2,1,1,1,12,88,,1,7
190,6,1,1,3,127,82,1,0.95,5
480,2,1,1,2,27,92,,,10
203,2,1,1,1,227,96,0.98,0.99,30
280,3,1,1,2,244,97,0.98,0.99,30
221,1,1,1,1,257,96,0.98,0.99,30
401,2,1,1,1,1,100,,,5
329,2,1,,1,21,86,1,1,5
664,5,1,1,2,13,85,,,7
148,1,1,1,1,1,,0.96,0.77,266
800,3,1,1,1,4,73,,,9
468,3,1,1,1,10,90,0.7,0.41,18
500,2,1,,1,245,94,0.25,0.95,9
570,4,1,1,2,263,93,0.25,0.95,9
240,1,1,1,1,265,97,0.98,0.99,30
729,2,1,,1,306,90,0,1,1
580,3,1,1,2,74,90,,,10
414,2,1,1,1,160,97,1,0.98,8
729,2,1,,1,364,91,,0.95,1
255,1,1,,1,2,80,0.98,0.73,101
460,2,1,1,1,29,90,,,10
520,2,1,1,1,65,90,,,10
520,2,1,1,1,24,84,,,10
480,2,1,1,2,25,94,,,10
450,2,1,1,2,28,89,,,10
480,2,1,1,2,8,98,,,10
790,2,1,,1,172,99,1,0.76,2
289,2,1,,1,9,86,1,1,5
300,4,1,1,2,16,84,1,1,18
340,1,1,1,1,0,,,,1
1800,6,1,2,6,27,93,,,2
1223,2,1,1,1,38,83,,1,7
693,2,1,,1,316,92,0,1,1
433,2,1,1,1,1,60,,,5
587,2,1,1,2,0,,,,8
464,2,1,1,2,1,40,,,5
272,3,1,1,2,146,89,1,1,37
679,4,1,1,3,21,90,,,9
238,6,1,1,3,180,94,1,0.95,5
386,2,1,1,1,15,91,1,1,10
225,2,1,1,1,141,93,0.9,1,19
338,2,1,1,2,1,,,0.5,4
270,3,1,1,2,16,84,1,1,18
202,2,1.5,1,1,60,86,1,0.99,31
208,2,1,1,1,138,87,1,1,37
208,2,1,1,1,53,91,1,1,37
314,4,1,1,2,27,81,1,1,37
251,2,1,1,2,17,88,1,1,37
1223,2,1,1,1,5,68,,1,7
186,1,0,1,1,2,90,0.67,1,9
164,1,1,1,1,0,,0.96,0.77,266
3800,5,1,2,2,218,92,0.2,1,7
1243,2,1,1,2,19,83,,1,7
98,1,1,1,4,54,87,1,0.97,54
520,2,1,1,1,65,90,,,10
320,3,,1,2,46,86,0,,7
2713,2,1,1,1,0,,0,,7
280,1,1,1,1,1,100,,,8
102,1,1,1,4,155,92,0.68,0.99,24
1223,2,1.5,1,0,5,65,,1,7
102,1,1,1,4,240,92,0.68,0.99,24
214,1,1,1,1,0,,0.96,0.77,266
210,2,1,,2,8,78,1,1,7
304,2,1,1,3,3,93,,,5
414,2,1,1,1,3,60,,,5
647,4,1,1,4,0,,,,5
420,1,1.5,1,1,19,94,0.9,0.39,23
329,2,1,1,1,89,90,1,1,10
190,2,1,1,1,108,83,1,0.99,31
98,1,1,1,4,15,83,1,0.97,54
269,1,1.5,1,1,74,86,1,0.99,31
350,2,1,1,1,76,92,0,1,2
178,1,0,,1,1,80,1,0.97,54
98,1,,1,1,2,80,1,0.97,54
218,1,1,1,1,2,80,1,0.97,54
208,2,1,2,1,4,95,,,7
450,4,,1,4,59,91,0,,7
1288,4,1,2,2,35,99,,,1
1367,8,2,3,4,54,94,1,1,7
539,3,1,1,1,99,95,,1,0
522,5,1,1,3,31,89,,0.5,8
664,4,1,1,3,2,100,,,7
423,2,1.5,1,1,10,80,1,1,14
238,2,1,1,1,53,94,1,1,14
510,4,1.5,,2,157,98,,,1
350,1,1.5,1,4,19,93,0.9,0.39,23
302,2,1,1,1,78,86,1,0.99,31
414,2,1.5,1,1,4,95,1,1,14
400,4,1.5,,2,14,89,1,1,14
414,2,1.5,,1,17,89,1,1,14
264,2,1.5,,1,34,81,1,1,14
203,2,0,1,1,0,,0.95,0.77,230
558,2,1,1,2,20,94,1,,3
350,2,1,1,1,83,92,0,,7
1145,2,1,1,2,150,92,1,0.94,28
1157,2,1,1,1,114,95,1,0.94,28
264,2,1.5,,1,29,89,1,1,14
356,2,1.5,,1,0,,0.7,1,31
280,2,,1,2,75,90,0,,7
350,2,1,,1,135,93,1,1,1
407,2,1,,1,157,95,1,1,1
428,4,1.5,1,2,16,90,1,1,14
198,6,2.5,1,6,27,98,0.9,0.39,23
238,6,1,1,3,6,90,1,0.95,5
500,2,1,1,1,1,80,1,1,10
420,2,1,1,2,2,100,0.9,0.98,12
280,2,1,1,1,10,93,0.9,0.98,12
130,2,0,1,1,0,,0.95,0.77,230
550,4,2,1,3,16,84,,,12
550,4,1,1,2,22,87,,,12
550,4,1,1,2,32,88,,,12
160,1,0,1,4,3,100,1,1,16
228,2,1,1,1,98,95,0.9,0.95,2
450,3,1,1,2,16,90,,,12
450,3,1,1,2,11,91,,,12
450,3,1,1,2,39,90,,,12
450,3,1,1,2,13,94,,,12
600,4,1,1,2,0,,1,1,10
450,2,1,1,2,3,87,,,12
450,2,1,1,2,5,84,,,12
450,3,1,1,2,16,81,,,12
350,2,1,1,1,5,80,,,12
409,2,1,,1,4,90,0,,1
380,2,1,1,2,139,95,0.67,0.99,18
230,2,1,1,0,101,94,0.67,0.99,18
87,4,1.5,1,2,433,99,1,0.97,3
210,1,1,,1,80,94,0.67,0.99,18
550,2,1,1,1,112,93,0.67,0.99,18
350,2,1,1,1,135,90,0,,7
238,2,1,,0,70,96,0.67,0.99,18
379,2,1,1,2,47,89,0.71,1,7
170,10,2,1,10,15,99,0,0,12
500,4,1,1,3,63,94,1,,2
178,1,1,1,1,0,,0.95,0.77,230
661,4,1,1,3,1,100,,,9
300,4,1,1,3,40,85,0.6,,16
421,3,1,1,3,3,50,0.5,0.67,9
380,3,1,1,2,1,100,0.9,0.98,12
450,3,1,1,2,94,87,0,,7
411,3,1,,1,123,92,1,1,1
300,2,1,1,1,6,87,,,7
350,1,2.5,1,4,28,94,0.9,0.39,23
800,2,1,1,1,0,,,,10
249,2,1,1,2,37,84,1,0.92,29
443,3,1.5,1,2,25,92,,,2
344,2,1,1,2,20,82,0,0.5,44
120,1,,1,1,17,80,0.67,1,9
320,2,1,1,1,41,83,0,0.5,44
151,1,1,1,1,29,82,1,0.99,31
330,2,1,1,2,0,,0.9,1,0
316,2,1,1,1,35,80,0,0.5,44
102,1,1,1,4,106,94,0.68,0.99,24
4309,5,1,1,3,0,,,,1
3333,3,1,1,1,1,,,,1
414,2,1,1,1,202,96,1,0.98,8
1300,2,1,1,1,0,,,,1
250,2,1,1,1,0,,0,,5
271,3,1,1,2,81,84,1,1,21
296,4,1,1,2,44,82,1,1,21
101,1,1,1,1,0,,0.96,0.77,266
1465,10,2,4,5,17,91,1,1,7
236,3,1,1,2,216,97,1,1,11
164,2,1,1,1,235,96,1,1,11
280,4,1,1,2,219,96,1,1,11
218,1,1,1,1,206,96,0.98,0.99,30
240,2,1,1,1,178,96,0.98,0.99,30
230,2,1,1,1,194,95,0.98,0.99,30
280,3,1,1,2,175,95,0.98,0.99,30
185,2,1,1,1,246,96,1,1,11
680,2,1,1,1,91,96,,0.84,8
400,2,1,,1,0,,0.98,0.73,101
1888,9,4,4,8,0,,0.7,1,31
20721,8,7,7,0,1,100,0.7,1,31
450,3,1,1,3,93,92,0,,7
598,3,1,1,2,34,85,0.93,0.94,81
308,2,1,1,1,179,88,0.93,0.94,81
345,2,1,1,2,91,89,0.93,0.94,81
238,6,1,,3,32,81,1,0.95,5
598,4,1,1,3,4,80,,,7
300,2,1,1,1,0,,,0.84,8
2100,2,1,1,2,4,73,,,2
311,1,3,1,1,16,97,1,1,1
290,1,2,1,1,4,93,1,1,1
400,2,1,1,2,12,87,1,1,17
500,3,1,1,2,6,100,1,1,17
255,1,1,1,1,9,100,0.86,0,2
2328,16,4,4,10,3,67,,,7
2162,15,3,3,9,13,86,,,7
2700,3,1,1,3,0,,,,2
400,2,1,1,2,96,87,0,,7
350,2,1,1,2,134,89,0,,7
350,2,,1,2,50,88,0,,7
195,2,1,1,1,0,,0.95,0.77,230
234,2,1.5,1,1,8,100,1,0.99,31
295,4,1,1,2,104,96,0.9,1,19
220,2,1,1,1,6,87,0.5,0.67,9
1900,2,1,1,1,64,97,0,1,1
265,1,1,1,1,98,86,0.93,0.94,81
380,2,1,1,2,111,89,0,,7
355,2,1,,1,76,88,0.93,0.94,81
232,2,1,,2,100,88,0.93,0.94,81
211,1,1,1,1,14,94,,1,15
344,2,1,1,2,22,87,0.93,0.94,81
374,2,1,,2,58,90,0.93,0.94,81
345,2,1,1,2,20,89,0.93,0.94,81
567,4,1,,2,30,90,0.93,0.94,81
180,1,0,1,1,3,100,0.9,0.98,12
600,4,1,1,2,9,89,,,12
299,2,1,1,1,242,88,0.68,0.99,24
400,2,1,1,2,5,96,1,1,17
400,2,1,1,2,5,84,1,1,17
500,3,1,1,2,2,80,1,1,17
500,3,1,1,2,44,95,1,1,17
10000,4,1,1,2,23,88,1,1,17
400,2,1,1,1,9,91,1,1,17
400,2,1,1,1,1,60,1,1,17
227,2,1,1,2,154,97,1,1,6
704,1,1,1,1,1,,,,1
928,10,2,4,5,71,95,1,1,7
221,2,1,1,2,149,95,1,1,6
224,2,1,1,2,149,97,1,1,6
1051,2,1,1,1,1,,,,1
464,3,1,1,2,127,97,1,1,6
400,2,1,1,2,2,60,1,1,17
328,4,5,5,2,28,83,1,,2
414,2,1,1,1,128,96,1,0.98,8
271,2,1,1,1,36,91,1,0.87,4
650,2,1,1,1,3,87,0.33,0.89,28
650,4,1,1,2,10,94,1,1,10
1000,6,2,4,6,5,88,0.9,0.39,23
199,2,1.5,1,1,100,81,1,0.99,31
350,1,2,1,4,64,93,0.9,0.39,23
9999,1,3,1,1,125,92,,1,5
218,2,1,1,1,46,82,1,1,5
198,1,1,1,1,28,79,1,1,5
248,2,1,1,2,21,83,1,1,5
398,4,1,1,2,24,85,1,1,5
328,3,1,1,0,23,82,1,1,5
250,2,1,1,1,0,,0,,14
155,8,1,1,8,28,94,1,0.91,11
400,2,1,1,1,11,95,1,1,17
400,2,1,1,1,24,93,1,1,17
300,4,1,1,2,54,87,1,1,18
218,2,1,1,1,191,96,0.98,0.99,30
228,1,1,1,1,10,82,1,0.97,54
178,1,0,1,1,7,89,1,0.97,54
285,2,1,1,1,2,60,,0.5,4
159,1,1,1,1,86,91,0.87,0.97,4
359,3,1,1,1,28,88,1,1,13
432,4,,1,4,4,95,,,3
500,2,1,1,1,1,40,,,1
324,3,1.5,1,2,9,86,,,3
438,2,1,1,2,11,85,0,,2
450,3,1,1,2,36,93,1,,7
321,2,1.5,1,1,51,83,1,0.99,31
574,8,1,2,4,268,92,1,1,1
488,3,1,1,3,48,93,1,,7
360,2,1,1,2,76,93,1,,7
529,2,1,1,1,200,96,0.25,0.95,9
221,2,1,1,2,4,90,1,0.97,54
374,2,1,1,1,236,96,1,0.98,8
205,2,1,1,1,130,87,1,1,18
205,2,1,1,1,54,82,1,1,18
429,2,1,1,1,53,88,1,1,17
221,2,1,1,2,7,83,1,0.97,54
98,1,1,1,4,10,80,1,0.97,54
1157,2,1,1,2,52,91,1,0.94,28
98,1,1,1,4,19,89,1,0.97,54
383,2,1,1,1,19,96,1,0.89,19
108,1,1,1,4,32,84,1,0.97,54
178,1,0,1,1,82,88,1,0.97,54
328,2,1,1,1,74,91,1,,7
98,1,1,1,4,37,89,1,0.97,54
314,3,1,1,3,69,90,0.71,1,7
479,3,1,2,2,20,97,1,0.89,19
428,2,1.5,1,1,31,89,1,1,13
364,1,1.5,1,1,17,88,1,1,13
382,2,1.5,1,1,11,89,1,1,13
155,1,1,1,1,0,,0.95,0.77,230
285,2,1,1,1,1,40,0.99,1,43
158,1,1.5,1,1,6,93,1,1,3
559,3,1,1,2,19,91,0.7,0.41,18
269,2,1,,2,2,60,0.99,1,43
220,2,1,1,1,30,77,1,0.99,31
359,2,1,1,1,63,90,0.93,0.94,81
210,2,1,1,2,73,93,0.67,0.99,18
800,3,1,1,2,0,,,,1
211,6,4,1,6,17,91,0,,16
629,2,1,1,1,1,100,,,9
554,3,1,1,2,259,95,0.25,0.95,9
245,1,1.5,1,1,4,87,1,,2
102,1,1,1,4,175,93,0.68,0.99,24
102,1,1,1,4,275,93,0.68,0.99,24
580,8,1,2,4,224,89,1,1,2
328,2,1,1,1,5,100,1,,7
295,2,1,1,0,233,89,0.68,0.99,24
314,2,1,1,1,128,90,0.68,0.99,24
314,2,1,1,1,149,89,0.68,0.99,24
388,2,1,1,0,20,92,0.94,0.91,16
246,1,2,1,1,9,96,0,0,2
217,1,1,1,1,11,89,,1,15
220,2,1,,2,3,80,0.99,1,43
98,1,1,1,4,1,100,1,0.97,54
158,1,3.5,1,1,4,95,1,1,3
178,1,1,1,1,6,83,1,0.97,54
98,1,1,1,4,4,95,1,0.97,54
102,1,1,1,4,212,93,0.68,0.99,24
213,2,1,1,1,115,90,0.68,0.99,24
213,2,1,1,0,42,90,0.68,0.99,24
213,2,1,1,1,122,91,0.68,0.99,24
599,4,1,1,2,0,,0,1,12
831,6,1,2,3,173,97,1,1,1
400,2,1,1,1,39,90,0,,7
379,2,1.5,1,1,17,94,1,1,13
410,2,1,1,0,13,82,1,1,13
1164,2,1.5,1,2,134,91,1,0.94,28
328,2,1.5,1,1,0,,0.7,1,31
298,1,1.5,1,0,3,93,1,1,13
98,1,0,1,4,7,83,1,0.97,54
110,1,0,1,4,4,85,1,0.97,54
1000,2,1,1,2,0,,,,2
221,2,1,1,2,191,96,1,1,6
400,3,1,1,2,26,95,1,,2
125,6,3,1,6,53,94,1,0.91,11
917,5,1,3,5,9,96,0,,1
395,2,1,1,1,5,92,1,1,1
709,6,1,2,3,94,89,1,0.96,22
334,2,1,1,2,12,80,0,0.5,44
98,1,1,1,4,45,88,1,0.97,54
98,1,1,1,4,28,88,1,0.97,54
410,2,1,1,0,10,88,1,1,13
115,8,3,1,8,49,94,1,0.91,11
250,2,1,1,1,2,70,1,1,5
216,1,2,1,1,1,60,0.96,0.77,266
309,2,1.5,1,2,3,93,1,1,13
3199,2,1,1,1,0,,1,,2
250,2,1,1,1,3,67,1,1,5
340,2,1.5,1,1,6,90,1,1,13
376,2,1.5,1,0,3,93,1,1,13
232,2,1.5,1,1,72,84,1,0.99,31
200,1,1,1,1,31,77,0,0.5,44
400,2,1,1,1,26,89,1,1,10
200,1,1,1,1,46,81,0,0.5,44
282,2,1,1,1,33,81,0,0.5,44
380,2,1.5,1,1,11,89,1,1,13
380,1,1,1,1,0,,0,1,12
260,2,1,1,1,1,100,1,0.8,369
599,4,1,1,2,0,,0,1,12
1800,12,2,4,0,73,92,1,1,6
1800,13,2,3,7,99,88,1,1,6
1800,12,2,4,6,165,88,1,1,6
1800,13,2,3,7,118,92,1,1,6
929,2,1,1,2,2,80,,,1
237,3,1,,2,47,94,0.6,1,13
193,2,1,,2,56,94,0.6,1,13
3688,2,1,1,1,29,99,1,1,2
600,3,1,,2,1,40,,1,3
632,8,1,3,4,203,92,1,0.85,3
224,1,1,,1,0,,1,0.8,369
243,1,1,,1,0,,0.96,0.77,266
243,1,1,,1,0,,0.96,0.77,266
232,1,1,1,1,0,,0.92,1,144
180,1,1,1,1,0,,0.96,0.77,266
880,6,1.5,2,2,55,92,1,0.98,1
357,1,1,,1,0,,1,0.8,369
600,2,1,1,2,44,97,1,0.99,12
1033,11,1,3,3,5,88,1,1,2
624,4,1,2,3,7,93,1,1,1
1000,12,1,2,4,17,94,1,0.94,4
193,2,1,,1,10,82,0.6,1,13
101,1,1,1,1,0,,0.95,0.77,230
101,1,1,1,0,1,100,0.96,0.77,266
220,2,1,1,1,0,,1,1,5
360,2,1,,1,388,98,1,1,1
500,2,1,1,1,16,94,1,0.99,12
2308,5,1,2,2,7,100,1,1,3
373,2,1,,2,0,,0.9,1,6
2308,8,1.5,2,2,6,100,1,1,3
237,3,1,,2,93,90,0.6,1,13
568,4,1,1,1,6,93,,,3
215,3,1,1,2,4,70,,1,10
171,10,4,1,10,13,94,0,,16
450,5,1,2,4,23,88,1,0.99,17
1800,4,1,2,1,0,,0,,27
1800,4,1,2,2,0,,0,,27
450,3,1,,3,5,92,0.7,0.99,20
85,1,1,,1,4,80,0.7,0.99,20
145,1,1,1,1,2,40,,1,10
180,2,1,1,2,8,100,1,0.86,14
180,2,1,1,2,6,97,1,0.86,14
280,2,8,10,1,3,,,,1
164,2,1,1,1,1,60,0.96,0.77,266
1151,10,2,2,6,25,90,0.86,0,7
129,2,1,1,1,36,93,0.97,1,15
601,8,1,2,2,55,91,1,1,1
550,2,1,,1,0,,1,0.33,239
95,1,1,1,1,0,,0,0,2
95,1,1,1,1,0,,0,0,2
2082,2,1,1,1,47,98,1,1,2
261,4,1,1,2,30,94,1,1,1
175,3,1,1,2,4,85,0.78,1,3
975,12,4,1,6,0,,0.9,1,7
816,10,4,1,5,0,,0.9,1,7
639,8,4,1,4,0,,0.9,1,7
215,2,1,1,2,6,63,,1,10
1017,6,1,2,3,33,96,0.93,0.99,13
380,2,1,1,2,118,91,0.71,1,7
479,6,4,1,3,1,100,0.9,1,7
328,4,4,1,2,2,90,0.9,1,7
869,6,1,2,3,63,85,0,,2
831,3,1,1,3,3,87,,1,18
554,2,1,1,2,12,100,,1,18
486,1,1,1,1,1,100,0,,2
233,1,1,1,1,0,,0.96,0.77,266
650,8,1,3,4,36,91,1,0.99,17
1500,10,2,2,5,20,90,,,3
1542,5,1,2,3,8,98,1,1,2
112,2,1,1,1,14,96,1,1,10
162,4,1,1,2,9,84,1,1,10
112,2,1,1,1,12,82,1,1,10
399,10,1,,1,3,73,,1,14
8000,5,1.5,,3,21,99,,1,1
450,15,1,,1,2,50,,1,14
1334,8,1,2,2,94,98,0.75,0.93,10
600,4,1,,4,1,100,1,,7
250,3,1,1,2,0,,0,,5
177,2,1,1,2,4,85,0.92,1,144
430,1,1,,1,0,,1,0.35,225
1990,14,2,2,3,28,100,1,0.73,1
210,2,1,1,1,0,,0.95,0.69,386
160,1,1,1,1,0,,0.95,0.69,386
1650,8,1,3,5,15,91,1,1,4
160,1,1,1,1,0,,1,0.8,369
500,3,1,1,2,16,96,1,0.99,12
420,4,1,1,0,0,,1,1,2
252,2,1.5,1,1,0,,1,0.92,29
990,6,1,1,3,1,100,0.67,1,11
346,4,1,,2,28,97,0.9,0.99,12
450,8,1,1,6,0,,0.92,1,144
400,16,1,,1,0,,,1,14
334,4,1,,2,20,99,0.9,0.99,12
127,1,3,1,10,62,96,0.7,0.99,31
334,4,1,,2,21,98,0.9,0.99,12
334,3,1,,2,92,97,0.9,0.99,12
310,2,1,,1,57,95,0.9,0.99,12
230,3,1,,2,29,98,0.9,0.99,12
363,2,1,1,1,4,70,1,0.92,29
1188,7,1,2,4,18,97,1,0.82,2
178,1,1,1,7,3,60,1,,3
1880,8,1,3,3,37,95,1,1,4
345,7,1,1,7,0,,,,13
309,2,1,,1,21,96,1,0.92,24
193,2,1,,2,21,87,0.6,1,13
281,4,1,,2,43,93,0.6,1,13
564,3,1,1,2,46,89,0.7,0.41,18
150,1,1,1,1,17,96,1,1,2
101,1,1,1,1,0,,0.96,0.77,266
500,2,1,1,1,14,96,1,0.99,12
368,2,1,1,1,5,96,1,,4
428,2,1,1,1,5,92,1,,4
1780,10,2,4,4,1,80,1,,4
399,4,1,,1,1,100,,1,14
550,4,1,1,2,1,80,,,20
500,3,1,1,2,1,40,,,20
283,1,1,1,1,1,100,,,20
502,3,1,1,2,0,,,,20
399,7,1,,1,1,20,,1,14
770,2,1,,1,0,,1,0.35,225
345,7,1,1,7,0,,,,13
348,5,1,1,5,0,,,,13
348,4,1,1,4,0,,,,13
348,8,1,1,8,0,,,,13
348,2,1,1,2,0,,,,13
348,3,1,1,3,0,,,,13
740,2,1,,1,0,,1,0.33,239
78,1,1,1,1,0,,0.95,0.69,386
206,2,1,,1,0,,0.95,0.69,386
