price,accommodates,bathrooms,bedrooms,beds,reviews,review_scores,host_response_rate,host_acceptance_rate,host_total_listings
1800,5,1,2,2,32,95,1,1,3
225,2,1,,1,0,,0.95,0.69,386
105,1,1,1,1,0,,0.95,0.69,386
227,2,1,1,1,0,,0.95,0.69,386
150,1,2,1,10,103,97,1,0.8,10
522,3,1,,0,38,94,1,0.88,1
280,2,1,1,2,10,100,1,1,0
170,1,2,1,8,26,96,1,0.8,10
1109,9,1,2,0,67,93,1,0.96,22
500,1,1,,1,0,,0.33,,4
800,2,1,,1,4,95,,0.72,0
800,2,1,,1,5,64,,0.72,0
800,2,1,,1,6,60,,0.72,0
800,2,1,,1,0,,,0.72,0
213,2,1,1,1,0,,0.95,0.69,386
683,6,2,3,3,5,72,1,0.94,34
780,6,2,3,3,31,91,1,0.94,34
230,1,1,1,1,0,,1,0.8,369
657,2,1,1,1,23,83,,0.6,0
240,2,1,1,1,2,100,0.88,,4
580,3,1,1,1,4,100,0.88,,4
800,3,1.5,3,4,0,,0.67,0.67,3
550,2,1,1,1,8,98,0,0,2
536,5,2,3,3,1,100,1,0.94,34
200,2,1,1,1,1,80,0.95,0.69,386
216,2,1,1,1,0,,0.95,0.69,386
250,1,1,1,1,0,,0.95,0.69,386
871,2,1,1,1,2,100,1,1,4
3000,8,1,3,4,15,93,1,1,2
526,5,2,3,3,13,97,1,0.94,34
233,1,1,1,1,0,,0.95,0.69,386
283,2,1,1,1,0,,0.95,0.69,386
250,2,1,1,1,0,,0.95,0.69,386
241,2,1,1,1,0,,0.95,0.69,386
78,1,1,1,4,0,,0.95,0.69,386
568,2,1,1,1,10,96,0,,3
1300,5,1.5,3,3,0,,0.67,,2
230,2,1,,1,0,,0.95,0.69,386
800,2,1,1,1,49,80,0,0.5,9
500,4,1,,4,1,,0,,1
241,2,1,1,1,0,,0.95,0.69,386
239,1,1,1,1,7,95,1,,1
233,2,1,,1,0,,0.95,0.69,386
1300,6,1.5,1,4,0,,0.93,0.96,11
240,2,1,1,1,0,,0.95,0.69,386
423,6,1,2,2,38,93,1,1,1
988,3,1.5,2,0,0,,0.67,0.67,3
1137,4,1,2,2,0,,0.93,0.99,13
208,1,1,,1,0,,1,1,2
218,1,1,,1,0,,1,1,2
250,6,1,1,3,0,,0.95,0.69,386
168,1,0,,1,2,90,1,1,2
233,2,2,1,1,0,,0.95,0.69,386
1888,2,1,1,2,3,100,1,1,0
327,1,1,1,1,0,,,0.5,6
1030,5,1,1,3,0,,,1,7
350,2,1,2,2,0,,0.2,0,0
1100,2,1,1,1,0,,,0.5,6
350,2,1.5,2,2,0,,0.2,0,0
930,3,1,1,3,0,,,1,7
300,2,1,1,1,0,,,1,7
850,2,1,1,2,1,60,,0.5,6
1030,3,1,1,3,0,,,0.5,6
780,2,1,1,2,0,,,1,7
930,2,1,1,1,0,,,0.5,6
4766,2,1,,1,0,,,,1
1030,5,1,1,3,0,,,1,7
1030,5,1,1,4,0,,,1,7
780,2,1,1,1,1,100,,1,7
1170,2,1,2,2,0,,0,1,1
1200,4,1,,2,0,,0.8,,2
620,1,1,1,1,0,,1,1,1
999,4,1,,0,3,100,,0.5,0
1480,9,2,3,5,49,93,0.7,0.98,2
493,2,1,1,1,41,98,,0,2
860,2,1,1,2,0,,,1,7
350,4,1.5,2,2,0,,0.6,1,1
604,4,1,,1,0,,0,,0
1060,4,1,1,2,0,,,1,7
230,2,1,1,1,7,80,1,,3
533,3,1,1,0,0,,0.6,1,27
605,2,1,1,1,1,20,0.25,1,1
498,4,1.5,2,2,5,100,0.75,0.92,1
500,2,1,1,1,0,,,,1
300,4,1.5,1,2,66,96,1,1,1
440,2,1,1,0,0,,0.6,1,27
689,4,1,1,2,82,95,0.5,1,2
49000,6,2,3,3,0,,0.9,1,1
259,2,1,1,1,134,98,,0,1
270,1,1,1,1,0,,,,1
399,1,1,1,1,6,97,,,1
311,2,1,,1,39,83,0.7,0.62,2
1450,10,4,3,6,6,97,,,2
3286,16,1,,,0,,1,1,1
400,2,1,1,1,1,60,,,1
522,2,1,,1,0,,0.5,,3
649,4,1,1,3,0,,0.6,1,27
560,1,1.5,,1,0,,0.44,0.5,4
120,2,1,1,1,4,90,1,,3
1487,10,4,3,6,6,93,,,2
660,2,1,1,2,0,,0.67,1,0
230,2,1,1,1,6,93,1,,3
800,5,1,2,4,0,,,,1
380,1,1,1,1,0,,,,2
199,1,1,,1,121,96,0.5,1,2
4200,4,2,2,2,0,,0.5,,0
799,4,1,1,3,5,84,0,,9
639,2,1,1,2,0,,1,1,0
79,4,1,1,4,2,100,0,0.83,2
253,2,1,1,1,1,100,1,1,0
313,2,1.5,1,1,0,,1,1,0
368,4,1,1,2,20,97,0.89,0.99,3
404,3,1,1,2,2,90,1,1,9
80,4,2,1,2,0,,1,1,4
83,10,1,1,10,0,,,,1
229,1,,1,1,18,99,1,1,3
381,3,1,1,1,5,96,1,1,9
572,2,1,1,1,26,98,1,1,3
639,2,1,1,1,0,,1,1,0
276,2,1,1,1,2,80,1,1,0
3770,2,1,1,2,0,,0.67,1,3
322,2,1.5,1,1,0,,1,1,0
867,4,1,1,3,0,,1,1,0
489,1,1,2,2,0,,,,1
475,2,1,1,1,49,93,0.91,0.99,8
405,2,1,1,2,1,100,1,1,3
637,2,1,1,2,0,,1,1,0
312,2,1,1,1,0,,0.91,0.87,46
131,4,1,1,4,1,80,0,0.4,4
425,2,1,1,1,134,98,0.91,0.99,8
249,2,1,1,1,6,93,1,1,4
398,2,1,1,1,51,98,1,1,3
3041,10,3.5,5,5,0,,,,0
174,2,1,1,1,1,60,1,1,5
404,2,,1,1,2,100,,0.4,5
297,2,1,1,1,51,96,1,0.99,4
371,2,1,1,1,4,100,1,,1
185,3,1,1,1,0,,,,1
196,2,1,,1,0,,,,0
311,2,1,1,1,10,92,1,1,0
434,2,1,1,1,0,,1,0.99,15
809,2,1.5,2,2,3,100,,,2
353,3,1,1,2,13,95,1,1,9
334,4,1,1,2,19,82,1,0.82,6
405,2,1,1,1,0,,1,0.99,4
230,2,1,1,1,0,,,1,1
380,4,1.5,2,2,25,98,1,1,1
658,7,2,3,3,7,94,0.96,0.97,6
345,4,,1,2,2,90,,1,1
271,2,1,,1,0,,0.75,1,9
151,2,1,1,1,71,94,0,0,0
348,2,1.5,1,1,0,,1,0.99,6
225,5,1,1,5,0,,,,1
350,2,1,1,1,0,,,,1
262,2,1.5,1,1,2,80,1,0.92,4
198,2,1.5,1,1,0,,1,1,4
2000,6,1.5,2,3,1,,0.33,,1
511,6,1,2,3,2,100,1,1,25
309,2,1.5,1,2,1,100,1,0.92,4
402,2,1,1,1,18,93,,0.97,5
672,2,3,2,2,1,100,1,1,1
299,2,1,1,1,1,80,,,2
313,2,1.5,1,1,52,99,1,1,1
389,2,1,1,,0,,1,1,108
99,1,1,1,1,0,,1,0.79,6
695,2,1,1,2,0,,1,0.67,1
242,2,1,1,1,1,100,1,1,0
363,2,1,,1,0,,1,1,0
431,2,1,1,1,1,100,1,0.99,4
331,2,1,1,1,3,100,0.89,0.99,3
367,2,1.5,1,1,0,,,1,9
448,2,1.5,1,1,0,,,1,9
276,2,1,1,1,0,,1,1,0
348,6,1,3,3,0,,1,,1
355,2,1.5,1,1,3,67,,1,9
325,2,,1,1,0,,,,0
303,2,1,1,1,6,90,1,1,14
205,1,1,1,1,8,93,1,0.6,1
312,2,1,1,1,0,,0.91,0.87,46
334,2,1,1,1,0,,1,1,1
484,4,1,2,3,2,80,,,1
365,4,1,2,2,15,84,1,1,9
452,2,1,1,1,0,,0.9,0.99,30
107,2,1.5,3,4,15,95,0.96,0.97,6
311,2,1,1,1,1,20,1,1,9
461,2,1,2,2,0,,1,1,9
461,2,1.5,1,1,2,100,,,1
341,4,2,2,3,0,,,,0
680,2,1,1,2,0,,0.67,,2
334,4,1,2,2,67,98,0.97,0.99,11
80,1,1,1,6,1,60,,1,3
264,1,1,,1,0,,1,,1
435,6,1,2,3,0,,0.75,1,9
452,2,1,1,1,0,,1,0.99,15
380,5,1,2,2,1,100,1,0,1
9514,8,2.5,4,4,8,100,1,1,12
431,2,1,1,1,1,100,1,1,5
511,4,1,2,2,0,,0.89,0.99,24
1129,5,2,3,3,0,,0.97,0.96,410
392,4,1,1,2,0,,1,1,18
1129,5,2,3,3,0,,0.97,0.96,410
927,6,2,3,3,0,,0.97,0.96,410
209,2,1,1,1,0,,1,,0
557,4,1,2,2,0,,0.88,0.97,45
348,2,1.5,1,2,2,100,1,1,0
334,2,1,1,1,0,,1,1,18
279,4,1,1,2,17,95,0.98,0.99,12
80,4,1,1,4,0,,1,1,4
463,3,1,2,2,8,100,1,0.99,30
150,2,1,1,1,1,,,,1
80,4,1,1,4,0,,1,1,4
431,2,1,1,1,2,70,1,1,3
371,4,1,2,3,0,,1,0.75,7
243,1,1.5,1,1,0,,1,1,2
313,4,1,1,2,3,73,1,1,39
637,4,1,2,2,0,,0.8,1,1
359,2,1,1,2,16,99,0,0,1
596,4,1,1,3,0,,1,1,108
313,2,1,1,1,7,91,1,1,25
308,2,1,1,1,1,,,,1
458,4,1,2,2,4,100,0.97,1,5
265,4,1.5,,0,1,80,0,0.4,4
428,2,1,1,1,1,100,1,1,3
620,2,1,1,1,5,100,1,1,3
515,4,1,2,2,7,80,0.95,1,8
116,2,1,3,1,1,100,,1,1
347,2,1.5,1,1,1,100,1,1,0
88,2,2,1,1,0,,,,4
230,2,1,1,0,0,,0,0.4,4
347,2,1,1,1,21,98,1,0.99,6
1987,10,5.5,5,5,26,100,1,0.98,1
377,2,1,1,1,7,94,1,1,3
80,4,1,1,4,3,67,0,0.83,2
658,6,1,2,2,0,,1,1,18
1390,6,2,3,3,2,80,0.97,0.99,8
334,2,1,1,1,0,,1,1,18
620,2,1,1,1,14,90,1,1,3
596,4,1,1,3,0,,1,1,108
1124,6,2,3,3,2,100,1,1,4
567,5,1,2,3,2,80,1,1,9
195,2,1.5,1,1,111,99,1,0.99,1
365,3,1.5,1,2,0,,1,1,9
602,5,1,2,2,115,98,1,1,7
127,4,1,1,3,34,92,0.76,0.99,9
138,2,1,1,2,33,92,0.76,0.99,9
141,1,2.5,1,1,0,,1,1,2
345,2,1.5,1,1,0,,,,1
366,2,1.5,1,1,5,92,1,1,17
278,2,1,1,1,0,,1,0.99,1
276,1,1,1,1,0,,0,,7
264,1,1,1,1,1,40,,,2
596,6,1.5,1,3,2,90,1,1,108
232,2,1,1,1,0,,0.83,1,0
1124,6,2,3,3,2,100,1,1,4
1020,6,2,3,3,0,,,1,3
96,2,1.5,1,1,57,98,0.96,0.97,6
424,2,1,1,1,1,80,1,0,3
359,2,1,1,1,50,99,0.91,0.99,8
271,1,1,1,1,0,,,,0
359,2,1.5,1,1,7,77,1,1,17
321,3,1,1,1,0,,1,,2
2536,2,1,1,1,0,,1,0.99,2
162,2,1,1,1,2,100,,,4
2536,2,1,1,1,0,,1,0.99,2
1007,2,1,1,1,1,100,1,1,3
342,5,1,2,2,0,,1,,1
348,2,1,1,1,15,100,1,0.99,6
100,4,1,4,4,0,,1,,1
261,4,1.5,2,2,36,91,0.96,0.97,6
313,4,1,1,2,5,80,0.89,0.99,24
334,2,1,1,1,8,93,0.46,1,3
92,15,2,1,16,0,,,,1
85,1,2,1,1,1,,0,1,2
197,2,1,1,1,1,100,1,1,0
185,2,1,1,1,1,100,1,1,0
464,4,1,2,2,0,,1,0.75,7
228,2,1,1,2,2,80,0.76,0.99,9
415,2,1,1,1,44,100,0.91,0.99,8
311,1,1.5,1,1,0,,1,0.83,8
202,2,1,1,1,14,91,1,1,5
267,2,1,1,1,0,,1,,0
234,2,1,1,1,31,97,1,1,1
1252,6,2,3,3,0,,1,0.98,13
345,1,1,1,1,0,,,,2
1782,9,2,4,5,81,94,1,1,4
83,1,2,1,1,2,80,0,1,2
322,2,1,,1,3,100,1,0.99,6
927,1,1,1,1,0,,,,0
254,2,1,1,1,8,90,1,1,25
268,2,1,1,1,2,100,0.98,0.99,41
461,2,1,1,1,1,80,1,1,12
371,2,1,1,1,3,100,1,0.99,6
195,2,1,1,1,2,100,1,1,14
330,2,1,1,1,7,97,0.92,1,3
13229,10,2.5,4,4,12,98,1,1,12
232,2,1,1,1,2,100,1,0.88,0
229,2,1,1,1,1,100,1,1,0
427,2,1,1,1,0,,,,
1449,6,2,3,3,1,100,1,1,29
491,5,1.5,2,2,14,93,1,1,9
1124,6,2,3,3,0,,1,1,29
2855,1,1,1,1,0,,,,1
110,2,1,1,1,3,100,0.9,1,0
400,2,1.5,1,1,0,,,1,9
350,2,1.5,1,1,7,89,1,1,17
521,2,1,1,1,0,,0,0.63,74
138,2,1,4,1,18,98,0.76,0.99,9
1530,9,3,5,5,0,,1,1,29
597,2,1,1,1,3,100,1,1,3
359,2,1,1,1,0,,1,1,17
220,2,1,1,1,15,94,1,,1
330,4,1,1,2,10,94,0.98,0.99,12
233,1,1,1,1,0,,0,,0
1159,6,2,3,3,4,90,1,0.99,30
156,2,2.5,1,1,0,,,1,1
322,2,1,,1,0,,1,0.99,6
597,2,1,1,1,26,98,1,1,3
457,2,1,1,1,0,,1,,0
350,1,1,1,1,14,96,0.71,0.67,2
254,2,1,1,1,6,87,1,1,39
511,2,1,1,2,0,,1,1,29
373,2,1,1,1,2,60,1,1,0
85,9,1,1,9,0,,,,1
454,3,2,1,1,2,100,0.75,0.89,0
1159,6,2,3,3,10,100,1,0.99,30
1158,6,2,3,3,0,,,0,2
225,2,1,,2,18,89,0.76,0.99,9
8000,4,2.5,3,4,0,,0.75,1,1
145,2,1,1,1,40,95,0.76,0.99,9
425,2,1.5,1,1,0,,,1,9
1449,6,2,3,3,0,,1,1,29
231,2,1,1,2,0,,1,1,0
350,1,1,1,1,39,94,0.71,0.67,2
313,2,1,1,1,1,20,1,1,29
425,2,1,1,1,93,98,0.91,0.99,8
682,6,1,3,4,0,,1,1,1
597,2,1,1,1,3,100,1,1,3
160,2,1,1,1,4,80,0,1,2
598,2,1,1,1,8,95,1,1,3
2000,1,1,1,1,0,,,,1
404,4,1,1,2,128,97,0.91,0.99,8
559,2,1,1,1,1,100,1,1,3
80,16,2,1,16,1,100,,,1
167,2,1,1,1,4,100,1,1,0
347,2,1.5,1,1,14,94,1,1,17
1196,6,2,3,3,11,100,0.98,0.98,29
308,2,1,1,1,9,96,1,1,39
581,2,1,1,1,7,100,1,1,3
253,2,1,1,1,1,80,1,1,14
559,2,1,1,1,3,100,1,1,3
462,2,1,1,1,0,,,,1
160,2,1,1,1,1,100,1,1,0
162,2,1,1,1,4,80,0,1,2
115,1,1.5,1,1,0,,,,1
540,6,1,2,2,84,99,1,1,7
325,3,1,1,2,0,,,,1
201,2,1,1,1,0,,1,1,0
83,9,1,1,8,0,,1,1,2
345,2,1,1,1,0,,1,1,0
338,2,1,1,1,3,93,1,1,4
543,2,1,1,1,6,80,1,1,3
598,2,1,1,1,3,100,1,1,3
319,2,1,1,1,3,100,1,0.64,2
290,2,1,1,2,15,100,1,0.9,2
800,4,1,2,2,3,100,0.67,,1
400,1,1,1,1,13,97,0.5,1,1
650,2,1,2,1,0,,0,0,1
210,1,1,1,1,1,100,0,0,2
296,2,2,6,1,3,93,0.71,0.75,1
560,2,1,1,1,1,100,0.67,0.31,4
354,1,1,1,1,16,95,0.5,0.67,1
300,2,1,1,1,51,96,1,0.81,18
319,2,1,1,1,17,100,1,0.64,2
880,2,1.5,1,1,40,90,1,1,1
400,2,1,1,1,64,95,1,1,3
171,1,1,1,1,25,98,1,0.91,2
312,2,1,1,1,7,100,1,0.5,3
200,1,3,3,1,1,100,0,0,2
380,1,1.5,1,0,44,99,1,1,3
700,2,2,3,1,0,,,,1
266,1,1,1,1,0,,1,,1
380,1,2,1,1,7,100,0,,3
645,2,1,1,1,123,97,0.67,0.91,1
480,2,1.5,1,1,3,100,0.5,0.29,1
300,1,1,1,1,0,,,,1
300,1,1,1,1,0,,0.9,0.39,23
1357,2,1,1,2,3,100,0.7,0.41,18
414,1,1,1,1,1,100,0.4,,4
650,1,1,2,1,0,,0,,2
351,2,1,1,,0,,,,0
6888,4,3,2,2,83,99,1,0.98,2
1000,4,1,2,2,21,96,1,0.81,18
500,2,1,1,1,8,98,1,0.81,18
30000,2,1,2,1,1,80,,0.88,1
598,2,1,1,1,2,100,,,2
320,2,1,1,1,29,99,,,2
300,1,1,1,0,1,100,1,0.5,0
320,1,1,1,1,2,80,1,,1
481,2,1,1,1,10,98,,,2
200,1,1,1,1,1,100,0,,3
800,2,0,,1,66,97,0.83,0.85,3
9441,5,1,3,4,14,84,0.33,0.81,1
293,2,1,1,1,38,97,1,0.9,2
985,2,1,1,2,76,97,0,0,1
180,1,1,1,1,28,93,1,0.91,2
380,2,1,1,1,10,100,1,0.81,18
1471,8,1,3,6,22,91,1,1,1
1085,5,2,3,4,4,100,0.5,,1
1999,4,1,2,2,16,94,0.5,0.54,1
657,1,1,1,1,0,,0,,2
400,1,1,1,1,4,100,1,0.81,18
433,1,1,2,2,13,95,0.7,0.82,1
1050,8,2,3,3,25,91,1,0.81,18
568,2,1,1,1,99,94,0.67,0.31,4
1086,2,1.5,1,2,33,99,1,0.91,0
1149,4,1,2,3,79,99,1,1,1
507,2,1,1,1,18,99,0.67,0.4,1
886,2,1.5,1,1,5,84,1,0.91,0
688,6,3,2,2,0,,0.7,0.67,1
320,2,1,1,1,13,92,,,2
400,2,2.5,1,0,0,,0.9,0.39,23
1,4,1,2,2,0,,,,1
331,2,1,1,1,37,97,1,0.81,18
1100,7,2,3,4,60,93,1,0.96,2
514,4,1,1,4,40,95,0.2,0,1
488,2,1,1,1,52,96,0.67,0.31,4
1880,2,1,,1,0,,1,0.67,2
988,2,1,1,1,0,,0,,0
280,2,1,1,1,0,,0,,3
480,2,2,1,0,3,100,0,,3
450,2,1,1,1,24,96,1,0.81,18
1471,8,1,3,6,21,97,1,1,1
300,2,1,1,1,0,,0.33,1,0
300,1,1,,1,1,100,0,1,1
450,2,1,1,1,2,90,1,0.81,18
530,2,1,1,1,38,97,0.33,0.33,2
1100,5,1,2,3,5,100,1,0.67,23
1631,3,1,2,2,101,94,1,0.9,1
600,2,1,1,1,8,93,1,0.81,18
1150,8,2,3,5,30,97,1,0.81,18
1595,4,1,,1,1,80,1,0.67,2
186,2,2,1,2,11,95,,0.88,4
650,1,1,1,1,1,100,0,,1
650,3,1,1,2,72,96,,0.5,1
388,1,1,1,1,64,99,1,1,1
450,2,1,1,1,5,95,1,0,1
634,6,1,2,3,42,95,0.96,0.81,13
900,3,1,2,,0,,1,1,5
260,2,1,1,2,0,,1,0,3
1000,1,1,1,2,1,,,,1
547,1,1,1,1,52,95,1,,1
250,2,1,,2,1,100,1,0.88,1
260,8,1,4,4,1,100,0.91,0.86,5
669,6,1,1,6,24,92,1,1,1
186,4,2,1,4,27,96,,0.88,4
350,1,1,1,1,1,80,,,2
620,2,1,1,,0,,,1,0
728,5,1,2,3,72,97,1,1,1
288,1,1,1,1,5,96,1,1,1
600,1,1,3,1,17,98,,,1
285,1,1.5,1,1,0,,1,,2
580,1,1,1,2,1,100,1,1,3
1285,1,1,1,1,13,88,,,1
186,2,2,1,2,17,96,,0.88,4
500,1,1,1,1,42,99,1,0.81,18
328,2,1.5,1,1,66,98,1,1,1
300,1,1,1,1,38,98,1,0.81,18
234,1,1,,1,0,,1,0.88,1
930,1,1,1,1,0,,,,1
857,2,1,1,1,0,,,,1
186,2,2,1,2,29,97,,0.88,4
450,1,1,1,1,12,95,1,0.81,18
260,2,1,4,4,17,98,0.91,0.86,5
900,6,2,3,3,0,,1,1,3
5500,1,1,1,1,0,,,,0
170,2,1,4,4,9,91,0.91,0.86,5
1550,6,3,3,3,7,92,1,0.81,18
210,2,1,1,1,1,100,1,0,3
358,1,1,1,1,52,97,0,,1
280,2,1,1,2,0,,1,,2
349,3,1,1,2,5,80,1,0,2
300,1,1,1,1,0,,0,0,0
260,1,1,1,1,2,100,0,,1
260,2,1,4,4,3,100,0.91,0.86,5
300,1,1,1,1,0,,,,7
899,3,1,2,2,1,100,1,1,0
280,2,1,,1,0,,1,1,1
195,1,1,1,1,1,100,1,0,3
450,4,1,1,,0,,0,,0
300,2,1,1,2,7,94,1,0.88,1
230,1,1,1,3,0,,,,1
550,3,,1,3,9,98,,,1
550,4,1,2,2,1,100,,1,3
260,2,1,4,4,10,91,0.91,0.86,5
569,3,1,1,1,45,90,0.9,1,1
700,4,1,2,3,2,100,,,1
300,1,1,1,1,64,91,1,,1
250,1,1.5,1,1,3,100,1,0.92,1
88,8,1,1,8,0,,0.17,0,14
210,3,1.5,1,2,4,100,1,,3
834,7,2,5,5,0,,1,0.8,369
519,2,1,1,1,0,,,,2
579,2,1,1,1,18,97,1,0.99,14
600,2,1,1,1,2,90,0.4,1,1
250,2,1,1,1,0,,0.95,0.77,230
1357,7,1,2,3,68,96,1,1,2
240,1,1,1,1,0,,0.96,0.77,266
399,2,1,,1,23,87,0.5,,6
150,1,1,1,1,0,,0,,2
398,2,1,,1,5,85,,,13
130,1,1,1,1,0,,1,0.8,369
248,1,1,1,1,3,87,0.67,0.64,0
460,2,1,,1,0,,0.98,0.73,101
250,1,1,1,1,0,,1,0.8,369
800,3,1,1,1,15,80,1,1,1
140,1,1,1,1,0,,,,1
120,1,1,1,1,0,,0.95,0.77,230
120,2,1,1,1,0,,0,,2
250,2,1.5,1,2,44,97,1,1,2
210,1,2,1,1,0,,0.96,0.77,266
436,2,1,1,1,65,96,1,0.78,1
867,6,1,5,5,0,,1,0.8,369
414,2,1,,1,0,,0.98,0.73,101
250,2,1.5,1,2,29,95,1,1,2
332,2,1,,1,1,60,0.98,0.73,101
371,2,1,1,1,5,88,0.5,0.99,3
371,2,1,1,1,3,93,0.5,0.99,3
460,2,1,,1,0,,0.98,0.73,101
450,2,1,1,2,1,80,0.4,1,1
110,1,2,1,1,17,85,1,1,23
150,1,1,1,1,0,,0.96,0.77,266
200,3,1,1,1,0,,1,,4
370,2,1,,1,0,,0.98,0.73,101
110,1,2,1,1,2,100,1,1,23
388,2,,,,0,,,,1
250,2,1.5,1,1,0,,1,0.8,369
110,1,2,1,1,5,76,1,1,23
364,2,1,1,1,0,,0.5,0.99,3
110,1,2,1,1,17,84,1,1,23
160,1,1,1,1,0,,0.96,0.77,266
257,2,1,1,1,0,,1,0.8,369
314,2,1,1,1,1,60,0.5,0.99,3
1500,2,1,1,2,1,100,1,0.83,12
233,2,1,1,1,0,,0.96,0.77,266
258,2,1,1,2,0,,0.96,0.77,266
110,1,2,1,1,11,95,1,1,23
250,2,2,1,1,0,,1,0.8,369
180,8,2,1,8,0,,0.4,1,1
596,2,1,,1,0,,0,,1
200,1,1,1,1,0,,0.63,0.43,6
180,1,1,1,1,2,100,0.63,0.43,6
361,1,1,1,1,0,,,,1
371,2,1,1,1,5,92,0.5,0.99,3
200,1,10,1,1,0,,1,1,13
500,2,1.5,2,3,0,,0.63,0.43,6
280,1,1.5,1,0,2,100,,1,0
229,2,,1,1,25,84,,,1
580,2,1,1,1,1,100,,1,1
205,1,1,1,1,0,,1,0.8,369
267,2,1,1,1,0,,0,,0
294,2,1,1,1,0,,1,0.8,369
110,1,2,1,1,12,87,1,1,23
283,2,1,1,1,0,,1,0.8,369
129,1,,1,1,0,,0.96,0.77,266
110,1,2,1,1,7,97,1,1,23
160,1,1,,1,0,,0.95,0.77,230
230,1,1,1,1,0,,0.96,0.77,266
250,1,2,1,1,0,,0.95,0.77,230
266,2,1,1,1,0,,1,0.8,369
491,7,1,2,3,129,98,1,1,3
280,1,1,1,1,0,,0.6,,0
1394,11,1.5,2,4,146,92,1,0.96,22
130,1,1,1,1,0,,1,0.8,369
254,2,2,1,1,0,,1,0.8,369
239,2,1,1,1,53,91,0,1,2
520,2,1,,1,0,,0.98,0.73,101
500,2,1,1,1,0,,1,,2
239,2,1,,1,47,89,,,13
460,2,1,,1,0,,0.98,0.73,101
110,1,2,1,3,3,93,1,1,23
292,1,1,1,1,0,,0.96,0.77,266
229,2,1,1,1,5,80,,,1
183,2,1,1,1,0,,0.95,0.77,230
247,2,1,1,1,0,,1,0.8,369
250,1,1,1,1,0,,1,0.8,369
250,2,2,1,1,0,,0.95,0.77,230
319,2,1.5,1,1,1,40,,,13
200,2,1,1,1,0,,0.95,0.69,386
229,2,1.5,1,1,71,89,,,13
234,2,1,1,1,2,100,0.95,0.69,386
600,2,1,,2,0,,,1,6
170,1,1,1,1,0,,1,0.8,369
249,1,2,1,1,6,100,,1,5
199,1,2,1,1,7,93,,1,5
280,2,1,1,1,0,,0,0,0
189,1,2,1,1,11,95,,1,5
350,3,1,1,2,22,88,0,1,2
400,1,1,3,2,0,,0.33,,4
247,1,1,1,1,0,,1,0.8,369
229,2,1,,1,22,90,,,13
117,1,2,1,1,0,,0.95,0.69,386
600,5,1,3,3,0,,0.95,0.69,386
150,1,1,1,1,1,20,0.5,1,3
299,2,1.5,1,1,48,97,1,,2
210,2,1,1,2,4,90,0.63,0.43,6
1500,3,1,2,2,2,,0,,2
980,1,1,1,1,0,,,,1
250,1,1,2,1,3,87,0.63,0.43,6
888,1,1,,1,1,,,,2
80,8,8,1,1,0,,0.75,1,1
129,2,1,1,,0,,0,,1
3875,2,1,1,2,1,,,,1
290,2,1,,1,0,,0.75,1,1
220,7,2,5,5,0,,,,1
305,2,1,1,1,0,,0.25,0.5,0
1500,2,1,1,0,0,,,,2
500,4,1,3,6,0,,0,,2
104,1,1,1,1,0,,0.95,0.69,386
175,2,2,1,1,1,80,0.95,0.69,386
200,2,1,1,1,1,20,0.14,1,0
1483,4,1,2,1,0,,,,0
866,10,1,2,3,71,90,0,1,2
1027,6,2,3,3,0,,1,0.8,10
225,1,2,1,1,0,,0.95,0.69,386
398,2,2,1,1,0,,1,0.8,10
241,2,1,1,1,0,,0.95,0.69,386
398,2,3,1,1,0,,1,0.8,10
398,2,3,1,1,0,,1,0.8,10
210,1,1,1,1,1,80,0.96,0.77,266
331,2,1,1,1,1,80,0.5,,6
1200,4,1,2,0,3,100,1,0,1
922,5,1,2,4,67,92,0.7,0.25,1
299,2,1,1,1,0,,,,13
249,1,2,1,1,1,80,,1,5
480,2,1,1,1,20,95,1,0.96,1
700,9,1,2,9,1,80,0,,2
249,1,2,1,1,0,,,1,5
820,7,2,3,7,13,95,1,0.9,5
158,1,1,1,1,0,,0.96,0.77,266
155,1,2,1,1,0,,0.5,1,3
180,1,1,1,1,4,85,1,0.93,3
229,2,1,1,1,15,94,0.5,,6
190,1,1,1,1,101,93,1,0.93,3
350,1,1,1,1,2,,,,2
349,2,1,1,1,2,90,,,13
319,2,1,1,1,7,97,0.5,,6
241,1,1,1,1,0,,0.95,0.69,386
686,9,1,1,9,4,50,0,,2
190,1,1,1,1,98,91,1,0.93,3
160,1,1,1,1,3,100,0,,1
368,2,1,1,1,0,,,,13
299,2,1,1,1,2,80,,,13
319,4,1,1,2,10,92,,,13
289,2,1,1,1,4,60,,,13
350,2,1,1,1,0,,,,1
128,1,1,1,1,2,90,0.96,0.77,266
340,2,1,1,1,0,,0.79,1,1
650,3,1,2,1,11,95,0.9,1,4
375,2,1,1,1,20,93,1,0.9,5
250,4,1,2,3,0,,0.63,0.43,6
171,2,1,1,1,1,60,0.5,1,3
216,2,1,1,1,0,,0.95,0.69,386
339,2,1,1,2,2,70,0.5,,6
400,2,1,3,1,0,,0.33,,4
600,4,1,2,2,0,,0.96,0.77,266
229,2,1,,1,11,87,0.5,,6
202,2,1,1,1,0,,0.95,0.77,230
1801,4,1,1,2,0,,0.8,1,7
2500,4,2,3,4,3,93,1,0,2
988,6,1,3,3,0,,0,,0
650,2,1,1,1,15,92,,,3
1200,4,1,1,2,0,,0.9,0.67,4
