price,district,room_type,bathroom_type,accommodates,bathrooms,bedrooms,beds,reviews,review_scores,host_response_rate,host_acceptance_rate,host_total_listings
$800.00,Wan Chai,Entire home/apt,1 bath,3,1 bath,2,2,0,,0%,,0
$185.00,Wan Chai,Private room,1 bath,2,1 bath,1,1,0,,96%,77%,266
$260.00,Wan Chai,Shared room,1 shared bath,1,1 shared bath,1,1,0,,100%,80%,369
"$1,200.00",Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,0,,,,2
$234.00,Wan Chai,Private room,1 shared bath,2,1 shared bath,1,1,0,,100%,80%,369
$699.00,Wan Chai,Entire home/apt,1 bath,4,1 bath,1,2,17,95,,,2
$522.00,Wan Chai,Private room,1 shared bath,2,1 shared bath,1,2,3,100,,,1
$650.00,Wan Chai,Entire home/apt,1 bath,1,1 bath,,1,0,,100%,35%,225
"$1,800.00",Wan Chai,Entire home/apt,1 bath,2,1 bath,1,1,0,,78%,0%,1
$180.00,Wan Chai,Private room,2 shared baths,2,2 shared baths,1,1,0,,100%,80%,369
$634.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,0,,100%,33%,239
$200.00,Wan Chai,Shared room,1 shared bath,2,1 shared bath,1,1,0,,100%,80%,369
$270.00,Wan Chai,Shared room,1 shared bath,1,1 shared bath,1,1,0,,100%,80%,369
"$1,014.00",Wan Chai,Entire home/apt,1 bath,2,1 bath,1,1,16,97,100%,80%,1
"$1,500.00",Wan Chai,Entire home/apt,1 bath,2,1 bath,1,1,0,,,,2
$499.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,0,,,,1
$190.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,96%,77%,266
$534.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,0,,100%,35%,225
$233.00,Wan Chai,Shared room,1 shared bath,2,1 shared bath,1,1,0,,100%,80%,369
$400.00,Wan Chai,Private room,1.5 baths,2,1.5 baths,1,1,5,100,25%,100%,3
"$1,000.00",Wan Chai,Entire home/apt,1 bath,3,1 bath,1,1,0,,100%,67%,23
$130.00,Wan Chai,Private room,1 private bath,1,1 private bath,1,1,1,100,100%,100%,10
$525.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,0,0,,100%,35%,225
$501.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,0,,100%,35%,225
$698.00,Wan Chai,Entire home/apt,1 bath,3,1 bath,2,2,39,92,100%,99%,10
$479.00,Wan Chai,Entire home/apt,1 bath,3,1 bath,1,2,1,,,,1
$850.00,Wan Chai,Private room,1.5 baths,2,1.5 baths,1,1,3,100,25%,100%,3
"$1,043.00",Wan Chai,Private room,1 private bath,4,1 private bath,1,1,0,,,,1
$525.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,2,0,,100%,35%,225
$625.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,0,,100%,33%,239
$217.00,Wan Chai,Private room,1.5 shared baths,2,1.5 shared baths,1,1,0,,100%,80%,369
$679.00,Wan Chai,Private room,1 bath,2,1 bath,1,1,6,84,,,1
$300.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,,,9
"$1,100.00",Wan Chai,Entire home/apt,1 bath,4,1 bath,2,2,0,,100%,33%,239
$510.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,1,1,0,,100%,33%,239
$495.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,1,100,100%,35%,225
$650.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,1,1,0,,,,1
$595.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,0,,100%,35%,225
"$1,200.00",Wan Chai,Entire home/apt,1 bath,6,1 bath,2,3,0,,100%,67%,23
$385.00,Wan Chai,Entire home/apt,1 bath,1,1 bath,,1,0,,100%,35%,225
$499.00,Wan Chai,Entire home/apt,1 bath,4,1 bath,1,1,25,93,100%,99%,10
$534.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,0,0,,100%,35%,225
$700.00,Wan Chai,Entire home/apt,1 bath,4,1 bath,2,2,30,98,100%,93%,4
$360.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,23,93,100%,100%,3
"$1,095.00",Wan Chai,Shared room,2 shared baths,3,2 shared baths,1,3,1,100,50%,95%,36
"$1,200.00",Wan Chai,Entire home/apt,1 bath,6,1 bath,2,3,1,100,100%,67%,23
$260.00,Wan Chai,Shared room,1 shared bath,1,1 shared bath,1,1,0,,100%,80%,369
$300.00,Wan Chai,Shared room,1 shared bath,1,1 shared bath,1,1,0,,100%,80%,369
$200.00,Wan Chai,Shared room,1 shared bath,1,1 shared bath,1,1,0,,100%,80%,369
"$1,460.00",Wan Chai,Shared room,2 shared baths,4,2 shared baths,1,4,1,100,50%,95%,36
$599.00,Wan Chai,Entire home/apt,1 bath,4,1 bath,1,2,22,95,100%,99%,10
"$2,220.00",Wan Chai,Private room,1 shared bath,2,1 shared bath,1,1,0,,100%,33%,239
"$2,231.00",Wan Chai,Shared room,2 shared baths,6,2 shared baths,1,6,0,,50%,95%,36
$600.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,1,100,100%,33%,239
$525.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,0,,100%,33%,239
$210.00,Wan Chai,Shared room,1 shared bath,1,1 shared bath,1,1,0,,100%,80%,369
"$1,800.00",Wan Chai,Private room,1 private bath,2,1 private bath,1,1,0,,50%,,1
$193.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,96%,77%,266
$650.00,Wan Chai,Entire home/apt,1 bath,6,1 bath,4,4,0,,100%,80%,369
$190.00,Wan Chai,Shared room,1 shared bath,1,1 shared bath,1,1,0,,100%,80%,369
"$2,000.00",Wan Chai,Entire home/apt,1.5 baths,6,1.5 baths,2,2,187,88,0%,100%,2
"$1,200.00",Wan Chai,Entire home/apt,1 bath,6,1 bath,2,3,1,100,100%,67%,23
$600.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,0,0,,25%,61%,4
$174.00,Wan Chai,Private room,1 shared bath,2,1 shared bath,1,1,0,,95%,69%,386
$580.00,Wan Chai,Private room,1 shared bath,2,1 shared bath,1,0,0,,100%,,1
$155.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,1,44,94,100%,98%,7
$172.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,1,25,95,100%,98%,7
$185.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,1,53,96,100%,98%,7
$236.00,Wan Chai,Shared room,1 shared bath,1,1 shared bath,1,1,0,,100%,80%,369
$203.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,96%,77%,266
$210.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,96%,77%,266
$264.00,Wan Chai,Shared room,1 shared bath,1,1 shared bath,1,1,0,,95%,69%,386
$400.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,1,1,0,,,,0
$200.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,96%,77%,266
$179.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,1,34,95,100%,98%,7
$635.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,1,1,5,84,,,1
$166.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,1,1,18,90,71%,100%,6
$218.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,1,1,16,96,71%,100%,6
$235.00,Wan Chai,Private room,1 bath,2,1 bath,1,1,0,,95%,69%,386
$192.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,1,1,18,91,71%,100%,6
$500.00,Wan Chai,Private room,1 shared bath,2,1 shared bath,1,1,19,100,100%,,1
$254.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,1,1,0,,100%,80%,369
"$1,200.00",Wan Chai,Entire home/apt,2 baths,3,2 baths,1,1,2,100,,,1
$186.00,Wan Chai,Private room,1 bath,2,1 bath,1,1,0,,95%,69%,386
$246.00,Wan Chai,Private room,1 bath,2,1 bath,1,1,0,,95%,69%,386
$280.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,1,0,,100%,100%,37
$530.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,1,100,100%,33%,239
$186.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,1,28,96,100%,98%,7
$115.00,Wan Chai,Shared room,2 shared baths,8,2 shared baths,1,8,2,100,100%,100%,64
$273.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,96%,77%,266
$115.00,Wan Chai,Shared room,2 shared baths,8,2 shared baths,1,8,2,90,100%,100%,64
$240.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,1,0,0,,96%,77%,266
$115.00,Wan Chai,Shared room,2 shared baths,8,2 shared baths,1,8,2,100,100%,100%,64
$115.00,Wan Chai,Shared room,2 shared baths,8,2 shared baths,1,8,1,100,100%,100%,64
$115.00,Wan Chai,Shared room,2 shared baths,8,2 shared baths,1,8,7,94,100%,100%,64
$543.00,Wan Chai,Private room,1 bath,2,1 bath,2,1,1,100,100%,100%,8
$115.00,Wan Chai,Shared room,2 shared baths,8,2 shared baths,1,8,1,100,100%,100%,64
$203.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,96%,77%,266
$182.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,1,44,98,100%,98%,7
$115.00,Wan Chai,Shared room,2 shared baths,8,2 shared baths,1,6,5,100,100%,100%,64
$115.00,Wan Chai,Shared room,2 shared baths,8,2 shared baths,1,6,1,100,100%,100%,64
$115.00,Wan Chai,Shared room,2 shared baths,8,2 shared baths,1,8,1,60,100%,100%,64
$115.00,Wan Chai,Shared room,2 shared baths,8,2 shared baths,1,8,1,100,100%,100%,64
$115.00,Wan Chai,Shared room,2 shared baths,8,2 shared baths,1,8,0,,100%,100%,64
$115.00,Wan Chai,Shared room,2 shared baths,8,2 shared baths,1,6,2,90,100%,100%,64
$115.00,Wan Chai,Shared room,2 shared baths,8,2 shared baths,1,8,3,93,100%,100%,64
$115.00,Wan Chai,Shared room,2 shared baths,8,2 shared baths,1,8,0,,100%,100%,64
$193.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,96%,77%,266
$115.00,Wan Chai,Shared room,2 shared baths,8,2 shared baths,1,6,1,100,100%,100%,64
$115.00,Wan Chai,Shared room,2 shared baths,8,2 shared baths,1,6,2,100,100%,100%,64
$317.00,Wan Chai,Private room,1 bath,2,1 bath,1,1,0,,96%,77%,266
$246.00,Wan Chai,Private room,1 bath,2,1 bath,1,1,0,,95%,69%,386
$183.00,Wan Chai,Private room,1 bath,2,1 bath,1,1,0,,95%,69%,386
$200.00,Wan Chai,Shared room,3 shared baths,2,3 shared baths,1,2,0,,,,10
$327.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,1,1,100,,,9
$235.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,1,1,0,,95%,69%,386
$203.00,Wan Chai,Private room,1 bath,2,1 bath,1,1,0,,95%,69%,386
$203.00,Wan Chai,Private room,1 bath,2,1 bath,1,1,0,,95%,69%,386
$210.00,Wan Chai,Private room,1 bath,2,1 bath,1,1,0,,95%,69%,386
$310.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,2,0,,,,9
$800.00,Wan Chai,Entire home/apt,2 baths,3,2 baths,3,3,0,,100%,,4
$193.00,Wan Chai,Private room,1 bath,2,1 bath,1,1,0,,95%,69%,386
"$66,666.00",Wan Chai,Private room,1 shared bath,2,1 shared bath,1,1,3,100,,,1
$200.00,Wan Chai,Private room,1 bath,2,1 bath,1,1,0,,95%,69%,386
$161.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,95%,69%,386
$161.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,95%,69%,386
$161.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,95%,69%,386
$235.00,Wan Chai,Private room,1 shared bath,2,1 shared bath,1,1,0,,95%,69%,386
$235.00,Wan Chai,Private room,1 shared bath,2,1 shared bath,1,1,0,,95%,69%,386
$267.00,Wan Chai,Private room,2 baths,2,2 baths,1,1,0,,95%,69%,386
$318.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,1,0,,,,9
$750.00,Wan Chai,Private room,1 bath,3,1 bath,1,2,1,100,100%,100%,5
$220.00,Wan Chai,Private room,1 private bath,1,1 private bath,1,1,0,,,,9
$180.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,1,1,0,,100%,100%,18
$263.00,Wan Chai,Private room,1 bath,2,1 bath,1,1,0,,95%,69%,386
$200.00,Wan Chai,Shared room,3 shared baths,1,3 shared baths,1,1,2,90,,,10
$217.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,1,1,2,70,100%,100%,18
$196.00,Wan Chai,Private room,1 bath,2,1 bath,1,1,0,,95%,69%,386
$411.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,1,0,,100%,100%,37
$900.00,Wan Chai,Entire home/apt,1 bath,4,1 bath,1,2,6,87,,0%,2
$263.00,Wan Chai,Private room,1 bath,2,1 bath,1,1,0,,95%,69%,386
$246.00,Wan Chai,Private room,1 bath,2,1 bath,1,1,0,,95%,69%,386
$193.00,Wan Chai,Private room,2 baths,1,2 baths,1,1,0,,95%,69%,386
$183.00,Wan Chai,Private room,2 baths,2,2 baths,1,1,0,,95%,69%,386
$490.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,0,,100%,35%,225
$176.00,Wan Chai,Private room,2 baths,2,2 baths,1,1,0,,95%,69%,386
$184.00,Wan Chai,Private room,1 shared bath,2,1 shared bath,1,1,0,,95%,69%,386
$400.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,1,0,,100%,100%,37
$350.00,Wan Chai,Private room,1.5 baths,2,1.5 baths,1,1,0,,100%,100%,37
$266.00,Wan Chai,Private room,2 baths,2,2 baths,1,1,0,,95%,69%,386
$266.00,Wan Chai,Private room,1 bath,2,1 bath,,1,0,,95%,69%,386
$184.00,Wan Chai,Private room,1 shared bath,2,1 shared bath,1,1,0,,95%,69%,386
$210.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,1,0,,95%,69%,386
"$2,300.00",Wan Chai,Entire home/apt,2 baths,4,2 baths,2,2,0,,100%,,1
$220.00,Wan Chai,Private room,1 shared bath,2,1 shared bath,1,1,0,,95%,69%,386
"$1,119.00",Wan Chai,Entire home/apt,2 baths,8,2 baths,3,4,50,92,98%,100%,12
$200.00,Wan Chai,Shared room,3 shared baths,2,3 shared baths,1,3,1,100,,,10
$490.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,1,0,,100%,100%,37
$780.00,Wan Chai,Entire home/apt,1 bath,5,1 bath,2,3,66,98,100%,93%,4
$380.00,Wan Chai,Entire home/apt,1 bath,1,1 bath,,1,0,,100%,35%,225
$247.00,Wan Chai,Private room,1 shared bath,2,1 shared bath,1,1,0,,100%,80%,369
$160.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,1,1,0,,96%,77%,266
$475.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,0,,100%,35%,225
$183.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,96%,77%,266
$200.00,Wan Chai,Shared room,3 shared baths,2,3 shared baths,1,2,8,100,,,10
$183.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,96%,77%,266
$200.00,Wan Chai,Shared room,3 shared baths,2,3 shared baths,1,2,1,100,,,10
$110.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,1,1,0,,96%,77%,266
$167.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,96%,77%,266
$109.00,Wan Chai,Private room,1 bath,2,1 bath,1,1,0,,96%,77%,266
$580.00,Wan Chai,Entire home/apt,1 bath,4,1 bath,,1,91,89,100%,97%,8
$300.00,Wan Chai,Private room,1 bath,2,1 bath,1,1,0,,96%,77%,266
$200.00,Wan Chai,Shared room,3 shared baths,2,3 shared baths,1,2,2,90,,,10
$350.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,1,1,0,,0%,,1
$734.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,0,,100%,33%,239
$107.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,1,1,1,100,95%,69%,386
$750.00,Wan Chai,Entire home/apt,1 bath,1,1 bath,,1,0,,100%,33%,239
$380.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,25,95,100%,100%,3
$167.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,96%,77%,266
$711.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,0,,100%,35%,225
$575.00,Wan Chai,Entire home/apt,1 bath,1,1 bath,,1,0,,100%,35%,225
$250.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,96%,77%,266
"$1,199.00",Wan Chai,Entire home/apt,2 baths,4,2 baths,2,2,0,,100%,35%,225
$547.00,Wan Chai,Entire home/apt,1 bath,4,1 bath,2,2,82,91,100%,80%,6
$380.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,1,0,,100%,100%,37
$600.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,1,1,27,94,100%,100%,4
$200.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,1,0,0,,96%,77%,266
"$1,290.00",Wan Chai,Entire home/apt,2 baths,8,2 baths,3,5,25,94,,100%,6
$349.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,1,1,11,98,94%,91%,16
$230.00,Wan Chai,Shared room,1 shared bath,1,1 shared bath,1,1,0,,100%,80%,369
$200.00,Wan Chai,Private room,1 shared bath,2,1 shared bath,1,1,0,,100%,80%,369
$283.00,Wan Chai,Private room,1 bath,1,1 bath,,1,0,,96%,77%,266
$400.00,Wan Chai,Private room,1 private bath,2,1 private bath,,1,0,,100%,0%,4
$175.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,1,0,0,,96%,77%,266
$289.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,,,9
"$1,155.00",Wan Chai,Entire home/apt,1 bath,4,1 bath,2,2,0,,100%,33%,239
$700.00,Wan Chai,Entire home/apt,1 bath,1,1 bath,,1,0,,100%,33%,239
"$1,000.00",Wan Chai,Entire home/apt,1 bath,6,1 bath,2,3,0,,100%,67%,23
$380.00,Wan Chai,Entire home/apt,1 bath,1,1 bath,,1,0,,83%,50%,6
$500.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,1,1,0,,,,1
$200.00,Wan Chai,Shared room,3 shared baths,2,3 shared baths,1,2,4,100,,,10
$277.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,1,17,90,,100%,1
$950.00,Wan Chai,Entire home/apt,1 bath,4,1 bath,2,2,4,100,0%,100%,1
"$1,200.00",Wan Chai,Entire home/apt,3 baths,6,3 baths,3,3,5,90,100%,0%,4
$659.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,0,,100%,35%,225
$725.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,0,,100%,33%,239
$226.00,Wan Chai,Private room,1 shared bath,2,1 shared bath,1,1,0,,95%,69%,386
$150.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,1,1,0,,95%,69%,386
$575.00,Wan Chai,Entire home/apt,1 bath,1,1 bath,,1,0,,100%,35%,225
$284.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,2,1,80,95%,69%,386
$152.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,1,100,96%,77%,266
$183.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,96%,77%,266
$216.00,Wan Chai,Private room,1 bath,2,1 bath,1,1,0,,95%,69%,386
$193.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,96%,77%,266
$800.00,Wan Chai,Entire home/apt,1.5 baths,3,1.5 baths,1,1,5,96,67%,0%,1
$575.00,Wan Chai,Entire home/apt,1 bath,1,1 bath,,1,0,,100%,33%,239
$176.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,96%,77%,266
$200.00,Wan Chai,Shared room,3 shared baths,1,3 shared baths,1,1,0,,,,10
$220.00,Wan Chai,Private room,1 bath,1,1 bath,,1,0,,96%,77%,266
$150.00,Wan Chai,Private room,1 shared bath,2,1 shared bath,1,1,0,,95%,69%,386
$167.00,Wan Chai,Private room,2 shared baths,2,2 shared baths,1,1,0,,95%,69%,386
$280.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,0,,96%,77%,266
$306.00,Wan Chai,Shared room,1 shared bath,1,1 shared bath,1,1,0,,100%,80%,369
$300.00,Wan Chai,Private room,1.5 baths,1,1.5 baths,1,1,0,,100%,100%,23
$450.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,1,1,100,100%,,7
$400.00,Wan Chai,Private room,1 private bath,2,1 private bath,2,2,0,,100%,,0
$106.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,1,1,1,100,100%,80%,369
$400.00,Wan Chai,Entire home/apt,1 bath,1,1 bath,,1,0,,100%,33%,239
$280.00,Wan Chai,Private room,1 shared bath,2,1 shared bath,1,1,0,,100%,80%,369
$250.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,2,0,,100%,100%,37
$210.00,Wan Chai,Private room,1 bath,1,1 bath,,1,0,,96%,77%,266
$150.00,Wan Chai,Shared room,1 shared bath,10,1 shared bath,1,8,3,87,,,2
$210.00,Wan Chai,Private room,1 bath,1,1 bath,,1,0,,96%,77%,266
$551.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,0,,100%,33%,239
$200.00,Wan Chai,Shared room,3 shared baths,4,3 shared baths,1,4,0,,,,10
$296.00,Wan Chai,Private room,1 private bath,1,1 private bath,1,1,0,,100%,80%,369
$115.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,95%,69%,386
$233.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,0,,95%,69%,386
"$1,100.00",Wan Chai,Entire home/apt,2 baths,5,2 baths,3,4,141,95,100%,100%,2
$133.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,1,1,0,,95%,69%,386
$299.00,Wan Chai,Entire home/apt,1 bath,1,1 bath,,1,32,96,100%,100%,3
"$1,050.00",Wan Chai,Entire home/apt,2 baths,4,2 baths,2,2,0,,100%,33%,239
$158.00,Wan Chai,Private room,1 bath,2,1 bath,1,1,1,40,96%,77%,266
$290.00,Wan Chai,Entire home/apt,1 bath,1,1 bath,1,1,2,100,0%,33%,1
$400.00,Wan Chai,Private room,1 shared bath,2,1 shared bath,1,1,1,100,0%,,1
$154.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,95%,69%,386
$193.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,1,,96%,77%,266
"$1,190.00",Wan Chai,Entire home/apt,1 bath,4,1 bath,2,2,0,,100%,35%,225
"$1,180.00",Wan Chai,Entire home/apt,1 bath,4,1 bath,2,2,0,,100%,33%,239
$179.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,1,50,94,100%,98%,7
$258.00,Wan Chai,Private room,1 shared bath,2,1 shared bath,1,1,0,,95%,69%,386
$150.00,Wan Chai,Shared room,1 shared bath,8,1 shared bath,1,8,1,,,,2
$258.00,Wan Chai,Private room,1 shared bath,2,1 shared bath,,1,0,,95%,69%,386
$700.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,1,1,2,80,70%,43%,2
$300.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,1,0,,,,9
$139.00,Wan Chai,Private room,1 shared bath,2,1 shared bath,1,1,0,,100%,80%,369
"$4,557.00",Wan Chai,Entire home/apt,4.5 baths,16,4.5 baths,7,9,39,91,100%,100%,18
"$2,400.00",Wan Chai,Private room,1 bath,2,1 bath,1,2,2,100,100%,83%,12
$262.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,2,0,,,,0
$559.00,Wan Chai,Entire home/apt,Half-bath,3,Half-bath,1,2,3,85,,,0
$250.00,Wan Chai,Private room,1 private bath,2,1 private bath,,1,1,40,100%,98%,18
$266.00,Wan Chai,Private room,1 private bath,2,1 private bath,,1,0,,100%,98%,18
$550.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,3,87,100%,100%,3
$320.00,Wan Chai,Private room,1 bath,1,1 bath,,1,0,,100%,100%,5
$478.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,1,1,129,95,100%,100%,3
$200.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,1,1,1,100,,96%,10
$490.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,1,2,20,,,1
$200.00,Wan Chai,Private room,1 bath,1,1 bath,1,1,0,,,96%,10
$600.00,Wan Chai,Private room,1 bath,3,1 bath,1,2,27,85,,,4
$350.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,1,1,121,92,,,1
$829.00,Wan Chai,Entire home/apt,1 bath,4,1 bath,,1,0,,100%,92%,16
$471.00,Wan Chai,Private room,1 bath,2,1 bath,1,1,39,82,,,4
$115.00,Wan Chai,Shared room,3 shared baths,8,3 shared baths,1,8,72,92,100%,100%,64
$143.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,1,2,2,80,44%,50%,4
"$1,357.00",Wan Chai,Entire home/apt,1 bath,3,1 bath,,1,14,88,100%,100%,6
$668.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,1,1,133,95,100%,100%,3
$230.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,1,1,0,,96%,77%,266
$251.00,Wan Chai,Private room,1 private bath,2,1 private bath,,1,0,,100%,98%,18
$500.00,Wan Chai,Private room,1 bath,2,1 bath,,1,0,,0%,,1
$260.00,Wan Chai,Private room,1 private bath,2,1 private bath,,1,0,,100%,98%,18
"$1,029.00",Wan Chai,Entire home/apt,1 bath,3,1 bath,1,1,38,88,100%,100%,6
$500.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,2,0,,100%,100%,0
$600.00,Wan Chai,Private room,1 private bath,2,1 private bath,1,2,0,,100%,100%,0
$320.00,Wan Chai,Private room,1 shared bath,2,1 shared bath,1,1,4,95,0%,,2
$843.00,Wan Chai,Entire home/apt,1 bath,4,1 bath,1,2,48,100,100%,90%,2
$210.00,Wan Chai,Private room,1 private bath,1,1 private bath,1,1,0,,100%,100%,18
"$1,571.00",Wan Chai,Entire home/apt,1 bath,6,1 bath,2,4,39,93,100%,20%,3
$679.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,4,85,100%,100%,6
"$1,500.00",Wan Chai,Entire home/apt,1 bath,2,1 bath,2,2,3,80,100%,92%,1
$160.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,,,0,,0%,,1
$464.00,Wan Chai,Private room,1 shared bath,1,1 shared bath,,,7,100,0%,100%,1
$775.00,Wan Chai,Entire home/apt,1 bath,1,1 bath,,1,0,,,100%,2
$560.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,0,,100%,33%,239
"$3,500.00",Wan Chai,Private room,2 shared baths,6,2 shared baths,2,3,0,,100%,100%,1
"$1,265.00",Wan Chai,Hotel room,1 bath,2,1 bath,,1,4,100,,,5
"$1,600.00",Wan Chai,Hotel room,1 bath,3,1 bath,1,1,6,87,,,5
$600.00,Wan Chai,Shared room,1 shared bath,1,1 shared bath,1,1,11,91,100%,83%,12
$302.00,Wan Chai,Private room,1 shared bath,2,1 shared bath,1,1,501,97,,93%,1
$400.00,Wan Chai,Private room,1 private bath,1,1 private bath,1,1,1,94,,,2
$792.00,Wan Chai,Entire home/apt,1 bath,3,1 bath,1,2,27,98,,0%,1
$680.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,1,1,5,100,100%,,1
$944.00,Wan Chai,Entire home/apt,1 bath,4,1 bath,2,3,52,98,100%,96%,1
$935.00,Wan Chai,Entire home/apt,1 bath,2,1 bath,,1,0,,83%,,9
